"treefilename","strength","bias","birth","death"
"tree562.tre",-0.0931172245182097,"FP",2,1
"tree563.tre",0.0350613219197839,"FP",2,1
"tree564.tre",0.28224197588861,"FP",2,1
"tree565.tre",0.870170888025314,"FP",2,1
"tree566.tre",0.523668219917454,"FP",2,1
"tree567.tre",0.929642181959935,"FP",2,1
"tree568.tre",0.989551281323656,"FP",2,1
"tree569.tre",-1.10010513430461,"FP",2,1
"tree570.tre",0.449411742389202,"FP",2,1
"tree571.tre",-1.28392199322116,"FP",2,1
"tree572.tre",-0.142943277372979,"FP",2,1
"tree573.tre",-0.573036832269281,"FP",2,1
"tree574.tre",-0.918424148461781,"FP",2,1
"tree575.tre",-0.675810245214961,"FP",2,1
"tree576.tre",0.0482216177042574,"FP",2,1
"tree577.tre",-0.494667073711753,"FP",2,1
"tree578.tre",0.414065690361895,"FP",2,1
"tree579.tre",0.563911599689163,"FP",2,1
"tree580.tre",-0.776038721436635,"FP",2,1
"tree581.tre",-0.728159111808054,"FP",2,1
"tree582.tre",-0.0412726103095338,"FP",2,1
"tree583.tre",0.574614298180677,"FP",2,1
"tree584.tre",-0.850779919768684,"FP",2,1
"tree585.tre",0.298226375249214,"FP",2,1
"tree586.tre",-0.989205435966142,"FP",2,1
"tree587.tre",-1.09348125848919,"FP",2,1
"tree588.tre",-0.30769997718744,"FP",2,1
"tree589.tre",-0.810129907098599,"FP",2,1
"tree590.tre",-1.03065023815725,"FP",2,1
"tree591.tre",-1.36495627381373,"FP",2,1
"tree592.tre",-0.575457891449332,"FP",2,1
"tree593.tre",0.701418259064667,"FP",2,1
"tree594.tre",0.327568857115693,"FP",2,1
"tree595.tre",-0.81463869928848,"FP",2,1
"tree596.tre",-1.46152239909861,"FP",2,1
"tree597.tre",-1.25199821405113,"FP",2,1
"tree598.tre",-0.00422962277662009,"FP",2,1
"tree599.tre",-0.0532210738165304,"FP",2,1
"tree600.tre",-1.3177184961969,"FP",2,1
"tree601.tre",-0.0478219296783209,"FP",2,1
"tree602.tre",0.878530506975949,"FP",2,1
"tree603.tre",-1.40567225788254,"FP",2,1
"tree604.tre",-1.08975282555912,"FP",2,1
"tree605.tre",0.257891793968156,"FP",2,1
"tree606.tre",-0.00647912884596735,"FP",2,1
"tree607.tre",0.732967257732525,"FP",2,1
"tree608.tre",-0.0633946669986472,"FP",2,1
"tree609.tre",-0.1670965020312,"FP",2,1
"tree610.tre",-0.639335044310428,"FP",2,1
"tree611.tre",0.618826245423406,"FP",2,1
"tree612.tre",0.900766763603315,"FP",2,1
"tree613.tre",-0.335650138207711,"FP",2,1
"tree614.tre",0.655818428145722,"FP",2,1
"tree615.tre",0.806739356718026,"FP",2,1
"tree616.tre",-0.50887317257002,"FP",2,1
"tree617.tre",0.544499077019282,"FP",2,1
"tree618.tre",0.860096711781807,"FP",2,1
"tree619.tre",0.385670858900994,"FP",2,1
"tree620.tre",0.23546421690844,"FP",2,1
"tree621.tre",-0.0680557746673003,"FP",2,1
"tree622.tre",-1.02295261784457,"FP",2,1
"tree623.tre",0.661437509930693,"FP",2,1
"tree624.tre",0.348962775547989,"FP",2,1
"tree625.tre",-1.31314825534355,"FP",2,1
"tree626.tre",-0.12892510718666,"FP",2,1
"tree627.tre",-0.833132539177313,"FP",2,1
"tree628.tre",-1.39538005902432,"FP",2,1
"tree629.tre",-1.03812988300342,"FP",2,1
"tree630.tre",-0.815667332848534,"FP",2,1
"tree631.tre",0.665032988414168,"FP",2,1
"tree632.tre",-1.4194793094648,"FP",2,1
"tree633.tre",-0.441567311994731,"FP",2,1
"tree634.tre",0.835810661897995,"FP",2,1
"tree635.tre",-1.10608544643037,"FP",2,1
"tree636.tre",0.733535880804993,"FP",2,1
"tree637.tre",-1.40362914337311,"FP",2,1
"tree638.tre",0.371369440923445,"FP",2,1
"tree639.tre",-0.125768558704294,"FP",2,1
"tree640.tre",-0.60210486734286,"FP",2,1
"tree641.tre",0.587124805548228,"FP",2,1
"tree642.tre",-0.0655854269862175,"FP",2,1
"tree643.tre",0.0164226834895089,"FP",2,1
"tree644.tre",0.439558517187834,"FP",2,1
"tree645.tre",-0.112234417814761,"FP",2,1
"tree646.tre",0.609833054128103,"FP",2,1
"tree647.tre",-1.30043701129034,"FP",2,1
"tree648.tre",-1.48530664655846,"FP",2,1
"tree649.tre",-0.268853370565921,"FP",2,1
"tree650.tre",-0.758875389932655,"FP",2,1
"tree651.tre",-1.13944853050634,"FP",2,1
"tree652.tre",-1.2757940820884,"FP",2,1
"tree653.tre",-1.03195173409767,"FP",2,1
"tree654.tre",0.760563105228357,"FP",2,1
"tree655.tre",-1.37268697004765,"FP",2,1
"tree656.tre",-0.561851169681177,"FP",2,1
"tree657.tre",0.0165001893183216,"FP",2,1
"tree658.tre",-0.17154004808981,"FP",2,1
"tree659.tre",-0.213431123760529,"FP",2,1
"tree660.tre",-0.626211769762449,"FP",2,1
"tree661.tre",0.551935688941739,"FP",2,1
"tree662.tre",-0.253248982247896,"FP",2,1
"tree663.tre",-0.683748948271386,"FP",2,1
"tree664.tre",-1.45031696918886,"FP",2,1
"tree665.tre",-0.0418292012764141,"FP",2,1
"tree666.tre",0.715439606807195,"FP",2,1
"tree667.tre",-0.252110361820087,"FP",2,1
"tree668.tre",0.796467729029246,"FP",2,1
"tree669.tre",-0.831497230450623,"FP",2,1
"tree670.tre",0.628886806895025,"FP",2,1
"tree671.tre",0.817890301928855,"FP",2,1
"tree672.tre",-0.436685919179581,"FP",2,1
"tree673.tre",0.901031342451461,"FP",2,1
"tree674.tre",-1.02910799940582,"FP",2,1
"tree675.tre",-0.13154100428801,"FP",2,1
"tree676.tre",-1.36948350910097,"FP",2,1
"tree677.tre",-0.448478141683154,"FP",2,1
"tree678.tre",-1.20275475934613,"FP",2,1
"tree679.tre",-0.924400833086111,"FP",2,1
"tree680.tre",0.715687910211273,"FP",2,1
"tree681.tre",0.268754674121737,"FP",2,1
"tree682.tre",-0.127072823583148,"FP",2,1
"tree683.tre",0.480536318733357,"FP",2,1
"tree684.tre",-0.911344900727272,"FP",2,1
"tree685.tre",-0.231121526798233,"FP",2,1
"tree686.tre",-1.48562300985213,"FP",2,1
"tree687.tre",-1.33103706908878,"FP",2,1
"tree688.tre",0.870302511844784,"FP",2,1
"tree689.tre",-0.721402861294337,"FP",2,1
"tree690.tre",-1.33167072932702,"FP",2,1
"tree691.tre",-0.528746306430548,"FP",2,1
"tree692.tre",-1.45540626579896,"FP",2,1
"tree693.tre",0.186784173944034,"FP",2,1
"tree694.tre",0.696742518572137,"FP",2,1
"tree695.tre",0.544090662966482,"FP",2,1
"tree696.tre",-0.730028652236797,"FP",2,1
"tree697.tre",0.784983865683898,"FP",2,1
"tree698.tre",0.271672369795851,"FP",2,1
"tree699.tre",-0.351173156290315,"FP",2,1
"tree700.tre",-1.40603260870557,"FP",2,1
"tree701.tre",-0.509237558930181,"FP",2,1
"tree702.tre",0.649590188637376,"FP",2,1
"tree703.tre",-0.194493988296017,"FP",2,1
"tree704.tre",-1.45429422706366,"FP",2,1
"tree705.tre",0.738562674028799,"FP",2,1
"tree706.tre",-1.49749252165202,"FP",2,1
"tree707.tre",0.556235817726701,"FP",2,1
"tree708.tre",-1.22008488606662,"FP",2,1
"tree709.tre",0.652432355796918,"FP",2,1
"tree710.tre",-0.364199009840377,"FP",2,1
"tree711.tre",-0.0425450484035537,"FP",2,1
"tree712.tre",-1.28880408627447,"FP",2,1
"tree713.tre",-1.37475207366515,"FP",2,1
"tree714.tre",0.209538711584173,"FP",2,1
"tree715.tre",-1.17671766120475,"FP",2,1
"tree716.tre",-0.891582452808507,"FP",2,1
"tree717.tre",0.849092275835574,"FP",2,1
"tree718.tre",0.810003546299413,"FP",2,1
"tree719.tre",-0.0194715007673949,"FP",2,1
"tree720.tre",0.382876940653659,"FP",2,1
"tree721.tre",-0.0382682952331379,"FP",2,1
"tree722.tre",-1.14973345049657,"FP",2,1
"tree723.tre",0.250444307690486,"FP",2,1
"tree724.tre",-0.0193228116258979,"FP",2,1
"tree725.tre",0.00445245264563709,"FP",2,1
"tree726.tre",-1.03653944423422,"FP",2,1
"tree727.tre",0.242586023174226,"FP",2,1
"tree728.tre",-0.326153424452059,"FP",2,1
"tree729.tre",0.407827262766659,"FP",2,1
"tree730.tre",-0.172849422437139,"FP",2,1
"tree731.tre",-1.292239429662,"FP",2,1
"tree732.tre",0.318946845596656,"FP",2,1
"tree733.tre",0.291306615341455,"FP",2,1
"tree734.tre",-0.708176806569099,"FP",2,1
"tree735.tre",0.332807831233367,"FP",2,1
"tree736.tre",-1.34197823156137,"FP",2,1
"tree737.tre",0.746767532196827,"FP",2,1
"tree738.tre",0.250959964119829,"FP",2,1
"tree739.tre",0.215202408959158,"FP",2,1
"tree740.tre",-0.504100156598724,"FP",2,1
"tree741.tre",-1.01757025788538,"FP",2,1
"tree742.tre",-0.362034283811226,"FP",2,1
"tree743.tre",-0.203354569734074,"FP",2,1
"tree744.tre",0.542063941480592,"FP",2,1
"tree745.tre",-0.727592048118822,"FP",2,1
"tree746.tre",0.760743929073215,"FP",2,1
"tree747.tre",0.208730453392491,"FP",2,1
"tree748.tre",0.0597130235983059,"FP",2,1
"tree749.tre",0.213437060825527,"FP",2,1
"tree750.tre",-0.406818408868276,"FP",2,1
"tree751.tre",-0.751369760022499,"FP",2,1
"tree752.tre",-0.939537785947323,"FP",2,1
"tree753.tre",-1.04406383389141,"FP",2,1
"tree754.tre",-0.987843244569376,"FP",2,1
"tree755.tre",0.405133964028209,"FP",2,1
"tree756.tre",-0.607045943965204,"FP",2,1
"tree757.tre",0.291433168109506,"FP",2,1
"tree758.tre",-1.26311210426502,"FP",2,1
"tree759.tre",0.912193327909335,"FP",2,1
"tree760.tre",0.138165652402677,"FP",2,1
"tree761.tre",-0.0474079113919288,"FP",2,1
"tree762.tre",0.735906171845272,"FP",2,1
"tree763.tre",0.780890175024979,"FP",2,1
"tree764.tre",-1.30217851873022,"FP",2,1
"tree765.tre",-0.595846058335155,"FP",2,1
"tree766.tre",0.965079952962697,"FP",2,1
"tree767.tre",-1.37929720373359,"FP",2,1
"tree768.tre",0.787402683286928,"FP",2,1
"tree769.tre",0.361240751459263,"FP",2,1
"tree770.tre",-0.710246519651264,"FP",2,1
"tree771.tre",0.37235921388492,"FP",2,1
"tree772.tre",-0.551564400433563,"FP",2,1
"tree773.tre",0.991701368708163,"FP",2,1
"tree774.tre",-0.200535368407145,"FP",2,1
"tree775.tre",0.968393757008016,"FP",2,1
"tree776.tre",-1.21981547947507,"FP",2,1
"tree777.tre",0.393965984345414,"FP",2,1
"tree778.tre",-1.32839677250013,"FP",2,1
"tree779.tre",0.785656292224303,"FP",2,1
"tree780.tre",-1.49675113300327,"FP",2,1
"tree781.tre",-0.668398377369158,"FP",2,1
"tree782.tre",-1.09735596901737,"FP",2,1
"tree783.tre",0.322211387916468,"FP",2,1
"tree784.tre",-1.07229260995518,"FP",2,1
"tree785.tre",-1.4111220240593,"FP",2,1
"tree786.tre",0.879408605629578,"FP",2,1
"tree787.tre",0.398720374447294,"FP",2,1
"tree788.tre",0.848714222898707,"FP",2,1
"tree789.tre",-0.601470408495516,"FP",2,1
"tree790.tre",0.79177123925183,"FP",2,1
"tree791.tre",0.168932292959653,"FP",2,1
"tree792.tre",-0.215994791709818,"FP",2,1
"tree793.tre",0.456827467074618,"FP",2,1
"tree794.tre",-0.168214979115874,"FP",2,1
"tree795.tre",-0.882315337425098,"FP",2,1
"tree796.tre",-0.315112273441628,"FP",2,1
"tree797.tre",0.511509608710185,"FP",2,1
"tree798.tre",0.261300785583444,"FP",2,1
"tree799.tre",-0.59708738385234,"FP",2,1
"tree800.tre",0.715222875820473,"FP",2,1
"tree801.tre",0.648797032423317,"FP",2,1
"tree802.tre",-0.49954836757388,"FP",2,1
"tree803.tre",-0.252361264778301,"FP",2,1
"tree804.tre",0.663700044620782,"FP",2,1
"tree805.tre",-0.368787682731636,"FP",2,1
"tree806.tre",-1.36587615276221,"FP",2,1
"tree807.tre",0.0555571892764419,"FP",2,1
"tree808.tre",0.220690918737091,"FP",2,1
"tree809.tre",-1.22189513908233,"FP",2,1
"tree810.tre",-1.25091609521769,"FP",2,1
"tree811.tre",0.835910257534124,"FP",2,1
"tree812.tre",-0.227900359663181,"FP",2,1
"tree813.tre",0.457774961483665,"FP",2,1
"tree814.tre",-0.483774200896733,"FP",2,1
"tree815.tre",-0.997954584076069,"FP",2,1
"tree816.tre",-0.291141792316921,"FP",2,1
"tree817.tre",-0.404917813488282,"FP",2,1
"tree818.tre",0.570410831365734,"FP",2,1
"tree819.tre",0.0350040828343481,"FP",2,1
"tree820.tre",0.917091589304619,"FP",2,1
"tree821.tre",-0.252948599285446,"FP",2,1
"tree822.tre",-0.351196986506693,"FP",2,1
"tree823.tre",-0.714733772678301,"FP",2,1
"tree824.tre",-0.13979970687069,"FP",2,1
"tree825.tre",-0.289203317137435,"FP",2,1
"tree826.tre",0.3061160040088,"FP",2,1
"tree827.tre",0.589724919642322,"FP",2,1
"tree828.tre",-0.938558195251971,"FP",2,1
"tree829.tre",0.67493767500855,"FP",2,1
"tree830.tre",-1.19698652334046,"FP",2,1
"tree831.tre",0.748506835312583,"FP",2,1
"tree832.tre",0.863441397901624,"FP",2,1
"tree833.tre",0.782608425593935,"FP",2,1
"tree834.tre",0.133328397292644,"FP",2,1
"tree835.tre",-0.592582003213465,"FP",2,1
"tree836.tre",-1.23079731920734,"FP",2,1
"tree837.tre",0.526872507994995,"FP",2,1
"tree838.tre",-0.343178112292662,"FP",2,1
"tree839.tre",-0.658684646827169,"FP",2,1
"tree840.tre",-4.4096726924181e-05,"FP",2,1
"tree841.tre",0.549225516966544,"FP",2,1
"tree842.tre",-0.516580953029916,"FP",2,1
"tree843.tre",-1.07681831438094,"FP",2,1
"tree844.tre",0.447403709054925,"FP",2,1
"tree845.tre",-0.658938344335184,"FP",2,1
"tree846.tre",-0.842519090278074,"FP",2,1
"tree847.tre",-1.41781201853883,"FP",2,1
"tree848.tre",-0.620915209059604,"FP",2,1
"tree849.tre",0.632527053472586,"FP",2,1
"tree850.tre",0.534356945659965,"FP",2,1
"tree851.tre",-0.858006363618188,"FP",2,1
"tree852.tre",-1.1843606774928,"FP",2,1
"tree853.tre",0.750020868959837,"FP",2,1
"tree854.tre",-0.620974152465351,"FP",2,1
"tree855.tre",0.876675825216807,"FP",2,1
"tree856.tre",-0.912088300450705,"FP",2,1
"tree857.tre",0.407528029405512,"FP",2,1
"tree858.tre",-0.283350443118252,"FP",2,1
"tree859.tre",0.993714313604869,"FP",2,1
"tree860.tre",-0.226278927060775,"FP",2,1
"tree861.tre",-0.928653841023333,"FP",2,1
"tree862.tre",-0.086462851963006,"FP",2,1
"tree863.tre",0.463201851467602,"FP",2,1
"tree864.tre",-1.11654148995876,"FP",2,1
"tree865.tre",0.0250057791126892,"FP",2,1
"tree866.tre",-1.24857867928222,"FP",2,1
"tree867.tre",-1.49152662407141,"FP",2,1
"tree868.tre",0.645032935659401,"FP",2,1
"tree869.tre",0.521888857707381,"FP",2,1
"tree870.tre",0.919260336318985,"FP",2,1
"tree871.tre",-0.65850862453226,"FP",2,1
"tree872.tre",-0.131662089028396,"FP",2,1
"tree873.tre",-1.10958659881726,"FP",2,1
"tree874.tre",0.829428802477196,"FP",2,1
"tree875.tre",0.2960522841895,"FP",2,1
"tree876.tre",-1.02319363947026,"FP",2,1
"tree877.tre",-0.182660800986923,"FP",2,1
"tree878.tre",-0.712975492700934,"FP",2,1
"tree879.tre",0.951989797409624,"FP",2,1
"tree880.tre",-0.537894010543823,"FP",2,1
"tree881.tre",0.848548938171007,"FP",2,1
"tree882.tre",0.475848589208908,"FP",2,1
"tree883.tre",0.882948028389364,"FP",2,1
"tree884.tre",0.383670163224451,"FP",2,1
"tree885.tre",-1.29242188099306,"FP",2,1
"tree886.tre",-0.554419448948465,"FP",2,1
"tree887.tre",-0.561669629300013,"FP",2,1
"tree888.tre",0.193534197402187,"FP",2,1
"tree889.tre",-0.516884457087144,"FP",2,1
"tree890.tre",-0.0187138029141352,"FP",2,1
"tree891.tre",0.773159959586337,"FP",2,1
"tree892.tre",-1.22033785888925,"FP",2,1
"tree893.tre",-1.03868587617762,"FP",2,1
"tree894.tre",-0.612522160285152,"FP",2,1
"tree895.tre",-0.0734666639473289,"FP",2,1
"tree896.tre",0.454974346444942,"FP",2,1
"tree897.tre",0.308847332140431,"FP",2,1
"tree898.tre",-0.922211850760505,"FP",2,1
"tree899.tre",0.212450517807156,"FP",2,1
"tree900.tre",0.194070580415428,"FP",2,1
"tree901.tre",0.242868616129272,"FP",2,1
"tree902.tre",-0.622479085926898,"FP",2,1
"tree903.tre",-1.4885680177249,"FP",2,1
"tree904.tre",-0.901484738918953,"FP",2,1
"tree905.tre",-0.479326168191619,"FP",2,1
"tree906.tre",-0.431291272165254,"FP",2,1
"tree907.tre",-0.437927481601946,"FP",2,1
"tree908.tre",0.834057983825915,"FP",2,1
"tree909.tre",-0.889212359092198,"FP",2,1
"tree910.tre",-0.678319968632422,"FP",2,1
"tree911.tre",0.865174473379739,"FP",2,1
"tree912.tre",-1.18420200864784,"FP",2,1
"tree913.tre",-0.711505128187127,"FP",2,1
"tree914.tre",-1.00881428434514,"FP",2,1
"tree915.tre",0.875004655332305,"FP",2,1
"tree916.tre",-0.595108953188173,"FP",2,1
"tree917.tre",-1.05084398854524,"FP",2,1
"tree918.tre",-1.02597895171493,"FP",2,1
"tree919.tre",0.85198090900667,"FP",2,1
"tree920.tre",0.793350754189305,"FP",2,1
"tree921.tre",0.891171513590962,"FP",2,1
"tree922.tre",-1.34417270869017,"FP",2,1
"tree923.tre",0.516523947240785,"FP",2,1
"tree924.tre",0.584315567044541,"FP",2,1
"tree925.tre",-0.804984120535664,"FP",2,1
"tree926.tre",-1.39932245633099,"FP",2,1
"tree927.tre",0.635756929055788,"FP",2,1
"tree928.tre",0.90686439559795,"FP",2,1
"tree929.tre",-0.714642394217663,"FP",2,1
"tree930.tre",-0.081818969687447,"FP",2,1
"tree931.tre",-1.32941114634741,"FP",2,1
"tree932.tre",0.0816783375339583,"FP",2,1
"tree933.tre",-0.591750779189169,"FP",2,1
"tree934.tre",0.155926532112062,"FP",2,1
"tree935.tre",-0.53774184465874,"FP",2,1
"tree936.tre",0.87521298462525,"FP",2,1
"tree937.tre",-0.0674342728452757,"FP",2,1
"tree938.tre",0.638036447577178,"FP",2,1
"tree939.tre",0.142110223765485,"FP",2,1
"tree940.tre",0.110835979809053,"FP",2,1
"tree941.tre",0.328251205733977,"FP",2,1
"tree942.tre",-0.587491926620714,"FP",2,1
"tree943.tre",-0.213755363132805,"FP",2,1
"tree944.tre",0.504469247185625,"FP",2,1
"tree945.tre",0.92877556825988,"FP",2,1
"tree946.tre",-1.09101609478239,"FP",2,1
"tree947.tre",-1.25085979211144,"FP",2,1
"tree948.tre",-0.348344257567078,"FP",2,1
"tree949.tre",-1.37110310408752,"FP",2,1
"tree950.tre",-0.697358120582066,"FP",2,1
"tree951.tre",-1.37292936420999,"FP",2,1
"tree952.tre",0.178085212479346,"FP",2,1
"tree953.tre",-1.41392210649792,"FP",2,1
"tree954.tre",0.37073401582893,"FP",2,1
"tree955.tre",-0.374519894015975,"FP",2,1
"tree956.tre",0.0727894945302978,"FP",2,1
"tree957.tre",0.0436557057546452,"FP",2,1
"tree958.tre",-0.646324037574232,"FP",2,1
"tree959.tre",0.585920216632076,"FP",2,1
"tree960.tre",0.478145561879501,"FP",2,1
"tree961.tre",-0.815345496870577,"FP",2,1
"tree962.tre",-0.731949106324464,"FP",2,1
"tree963.tre",0.484636786510237,"FP",2,1
"tree964.tre",-0.0892548644915223,"FP",2,1
"tree965.tre",-0.721359264920466,"FP",2,1
"tree966.tre",-0.26225198910106,"FP",2,1
"tree967.tre",-0.755419953842647,"FP",2,1
"tree968.tre",0.298881173017435,"FP",2,1
"tree969.tre",0.941036712261848,"FP",2,1
"tree970.tre",0.95025395823177,"FP",2,1
"tree971.tre",0.676304114982486,"FP",2,1
"tree972.tre",0.52796938305255,"FP",2,1
"tree973.tre",-0.107261705910787,"FP",2,1
"tree974.tre",-1.36080181959551,"FP",2,1
"tree975.tre",-0.470716746989638,"FP",2,1
"tree976.tre",0.636705173179507,"FP",2,1
"tree977.tre",0.563917485065758,"FP",2,1
"tree978.tre",-1.28431587631349,"FP",2,1
"tree979.tre",-0.225875444943085,"FP",2,1
"tree980.tre",-0.227591616334394,"FP",2,1
"tree981.tre",0.761943145422265,"FP",2,1
"tree982.tre",-1.05505456717219,"FP",2,1
"tree983.tre",0.715977965970524,"FP",2,1
"tree984.tre",0.546299958601594,"FP",2,1
"tree985.tre",0.857971215387806,"FP",2,1
"tree986.tre",0.809754962916486,"FP",2,1
"tree987.tre",-0.596132873673923,"FP",2,1
"tree988.tre",-0.372360159293748,"FP",2,1
"tree989.tre",0.157312802853994,"FP",2,1
"tree990.tre",0.366410223883577,"FP",2,1
"tree991.tre",0.483245623414405,"FP",2,1
"tree992.tre",-1.39066628622822,"FP",2,1
"tree993.tre",0.25825833925046,"FP",2,1
"tree994.tre",-0.847463828744367,"FP",2,1
"tree995.tre",0.376450743875466,"FP",2,1
"tree996.tre",-0.482846698490903,"FP",2,1
"tree997.tre",-0.97468173224479,"FP",2,1
"tree998.tre",-0.406159077305347,"FP",2,1
"tree999.tre",0.60396088717971,"FP",2,1
