"treefilename","psi","bias","birth","death","ntaxa"
"tree424.tre",-1.45097722101491,"FP",1.26832456616685,1,95
"tree425.tre",-0.784081087680534,"FP",2.60843080410268,1,169
"tree426.tre",-0.487772582331672,"FP",3.91616884772666,1,132
"tree427.tre",-1.12491648446303,"FP",2.30399311031215,1,70
"tree428.tre",-0.774839086574502,"FP",4.30436773083638,1,108
"tree429.tre",0.474301224108785,"FP",1.68525829329155,1,175
"tree430.tre",-0.934365787892602,"FP",1.36544840226416,1,119
"tree431.tre",-0.995448538218625,"FP",4.03504590897355,1,74
"tree432.tre",0.60193382576108,"FP",2.4556539746467,1,76
"tree433.tre",0.522288182633929,"FP",3.13358048764057,1,180
"tree434.tre",0.708448118763044,"FP",3.77724276897497,1,126
"tree435.tre",0.89949370501563,"FP",2.73037242514547,1,115
"tree436.tre",-1.39652548218146,"FP",2.34886843925342,1,99
"tree437.tre",-1.49240739736706,"FP",2.19635744018015,1,175
"tree438.tre",-1.23956631089095,"FP",1.18733337407466,1,75
"tree439.tre",-0.605500031728297,"FP",2.30569056032691,1,77
"tree440.tre",0.653942864388227,"FP",2.83286952874623,1,186
"tree441.tre",-0.714782711933367,"FP",4.83008328734431,1,167
"tree442.tre",-0.605546041973867,"FP",4.30359289618209,1,96
"tree443.tre",-0.402457088697702,"FP",2.00893274054397,1,185
"tree444.tre",-0.30891581706237,"FP",2.42341445498168,1,82
"tree445.tre",-0.0965209041023627,"FP",1.99228786600288,1,197
"tree446.tre",-1.22853128681891,"FP",2.64405856786761,1,125
"tree447.tre",-1.19067299331073,"FP",2.92436680789106,1,76
"tree448.tre",0.158307404140942,"FP",2.78762192085851,1,51
"tree449.tre",0.283375938539393,"FP",4.85226000940893,1,172
"tree450.tre",0.581882408238016,"FP",1.51028908444569,1,78
"tree451.tre",0.075503115891479,"FP",3.6154049001867,1,167
"tree452.tre",-1.24460890574846,"FP",2.53600498798769,1,52
"tree453.tre",-0.602810111362487,"FP",1.57289323194418,1,63
"tree454.tre",0.340361037757248,"FP",1.66105502862483,1,95
"tree455.tre",-1.15642210037913,"FP",3.72383181415498,1,100
"tree456.tre",0.84114951628726,"FP",3.76764860874973,1,191
"tree457.tre",-0.892274971469305,"FP",4.91409532076213,1,63
"tree458.tre",-0.769075930933468,"FP",2.8118718460435,1,74
"tree459.tre",-1.21350334177259,"FP",4.18415416073985,1,71
"tree460.tre",-0.767938313423656,"FP",4.56817484078929,1,144
"tree461.tre",0.403462090995163,"FP",4.18976795156486,1,153
"tree462.tre",-0.194444837165065,"FP",2.49640111261979,1,134
"tree463.tre",0.333224044530652,"FP",4.50846549328417,1,192
"tree464.tre",-0.101219665142708,"FP",4.34187674180139,1,96
"tree465.tre",-1.41545475728344,"FP",3.95407855110243,1,166
"tree466.tre",-0.379795198445208,"FP",1.13886547125876,1,69
"tree467.tre",0.304274970199913,"FP",1.55088121825829,1,150
"tree468.tre",0.703964653308503,"FP",2.41142138331197,1,185
"tree469.tre",0.802164111752063,"FP",3.32083488991484,1,91
"tree470.tre",0.134443021030165,"FP",1.52928824573755,1,96
"tree471.tre",-0.668558762758039,"FP",2.71600053694565,1,155
"tree472.tre",0.839861660730094,"FP",1.68019685018808,1,91
"tree473.tre",-0.675277389585972,"FP",1.42438346357085,1,56
"tree474.tre",0.59253178560175,"FP",1.48086291090585,1,144
"tree475.tre",0.242908344021998,"FP",2.24514092758764,1,184
"tree476.tre",-1.01630611438304,"FP",2.83777313642204,1,88
"tree477.tre",-0.680525162955746,"FP",3.17491943854839,1,160
"tree478.tre",0.47353701107204,"FP",3.79733347548172,1,98
"tree479.tre",0.445114413974807,"FP",3.07609799897764,1,99
"tree480.tre",0.376939247595146,"FP",3.11402780089993,1,194
"tree481.tre",0.300175128155388,"FP",4.67995710331015,1,67
"tree482.tre",-0.726456778123975,"FP",3.73117839680053,1,145
"tree483.tre",0.980658510467038,"FP",4.30094761908986,1,118
"tree484.tre",0.321081702364609,"FP",3.44461217639036,1,153
"tree485.tre",-0.742809037095867,"FP",1.76471728312317,1,145
"tree486.tre",-0.660038835834712,"FP",2.05389498975128,1,183
"tree487.tre",0.405857461388223,"FP",2.70208841366693,1,56
"tree488.tre",-0.923379694344476,"FP",1.1075612322893,1,55
"tree489.tre",-0.592668149387464,"FP",2.66045729287434,1,196
"tree490.tre",0.86999957007356,"FP",4.49608185384423,1,78
"tree491.tre",0.661100653465837,"FP",4.88484171559103,1,198
"tree492.tre",-0.79157339502126,"FP",1.60416777802166,1,180
"tree493.tre",0.0360293909907341,"FP",4.42362110181712,1,65
"tree494.tre",-0.0166053078137338,"FP",2.30271952315234,1,151
"tree495.tre",0.512674388242885,"FP",2.45424069559667,1,101
"tree496.tre",0.990182060282677,"FP",4.58257380945142,1,177
"tree497.tre",-0.627358733094297,"FP",2.17732280904893,1,96
"tree498.tre",-1.2226994286757,"FP",1.79838684152346,1,116
"tree499.tre",-0.726053619640879,"FP",1.85630421754904,1,74
"tree500.tre",0.383974109077826,"FP",1.20911026182584,1,80
"tree501.tre",0.519147041719407,"FP",3.79455214047339,1,190
"tree502.tre",0.721818019752391,"FP",2.89684182391502,1,69
"tree503.tre",-0.152576500317082,"FP",4.02194871029351,1,87
"tree504.tre",-0.793011509580538,"FP",3.00913477058057,1,171
"tree505.tre",0.804653350729495,"FP",3.22896121477243,1,139
"tree506.tre",-1.30530918284785,"FP",4.57027212602552,1,95
"tree507.tre",-1.27274426957592,"FP",1.75217862590216,1,64
"tree508.tre",-1.43471363617573,"FP",1.10491673338693,1,147
"tree509.tre",0.043135792016983,"FP",3.23651384611148,1,142
"tree510.tre",-0.905912317452021,"FP",2.19774435157888,1,151
"tree511.tre",-1.16534388891887,"FP",1.51511545246467,1,116
"tree512.tre",0.389607152552344,"FP",4.66279861801304,1,73
"tree513.tre",0.491409139009193,"FP",4.13261640334968,1,86
"tree514.tre",0.46911322302185,"FP",3.02696611951105,1,84
"tree515.tre",0.263823423534632,"FP",1.92853369463701,1,94
"tree516.tre",-1.01282384630758,"FP",3.70186872563791,1,173
"tree517.tre",-1.37957731529605,"FP",1.43812977338675,1,183
"tree518.tre",0.677849640720524,"FP",1.64879073190968,1,59
"tree519.tre",-0.963668653042987,"FP",4.09955463665538,1,192
"tree520.tre",-0.758623129571788,"FP",2.1529008830199,1,87
"tree521.tre",0.0774221962783486,"FP",2.41654830060434,1,104
"tree522.tre",-0.574936721590348,"FP",4.78645823437255,1,199
"tree523.tre",0.44129828363657,"FP",2.96378412654158,1,189
"tree524.tre",-1.00573357695248,"FP",4.88580514732748,1,185
"tree525.tre",0.0366108779562637,"FP",1.53477856407408,1,80
"tree526.tre",0.799976377980784,"FP",2.83972963558044,1,151
"tree527.tre",-0.0485420090844855,"FP",3.70785190602764,1,170
"tree528.tre",0.507799175917171,"FP",4.98562838330399,1,69
"tree529.tre",-0.681141839944758,"FP",4.91768406906631,1,194
"tree530.tre",0.554391006240621,"FP",2.63967959545553,1,143
"tree531.tre",0.598206015652977,"FP",2.35604720348492,1,126
"tree532.tre",-0.968850367702544,"FP",2.3874421129236,1,116
"tree533.tre",0.878961850190535,"FP",4.59672570328694,1,199
"tree534.tre",-0.72012468741741,"FP",4.92488938709721,1,77
"tree535.tre",0.434475145535544,"FP",4.10600494798273,1,110
"tree536.tre",0.182490063249134,"FP",4.2468858087901,1,91
"tree537.tre",-0.468697065720335,"FP",4.77827015062794,1,126
"tree538.tre",0.515059491386637,"FP",3.07777198252734,1,57
"tree539.tre",-1.01017193554435,"FP",1.34031592078973,1,85
"tree540.tre",0.694452286930755,"FP",3.6834613872692,1,78
"tree541.tre",-0.157166988123208,"FP",2.97108122375794,1,191
"tree542.tre",0.422918210038915,"FP",1.26598034321796,1,116
"tree543.tre",0.768474696902558,"FP",2.50077971636783,1,188
"tree544.tre",-0.49034122528974,"FP",2.44231163617224,1,110
"tree545.tre",0.462272860691883,"FP",3.41134450265672,1,138
"tree546.tre",-0.640543814864941,"FP",1.48400470491033,1,189
"tree547.tre",-1.15412334131543,"FP",1.24135028272867,1,136
"tree548.tre",-0.105881891562603,"FP",1.90439916220494,1,162
"tree549.tre",0.548768239910714,"FP",4.56535269666929,1,143
"tree550.tre",-0.928316866396926,"FP",4.95076518517453,1,62
"tree551.tre",-1.19743891211692,"FP",2.2742063016165,1,175
"tree552.tre",-0.366194528527558,"FP",2.24048257775139,1,91
"tree553.tre",-1.42745784693398,"FP",2.41952813214157,1,137
"tree554.tre",-0.759753223741427,"FP",3.7600134184584,1,52
"tree555.tre",-1.2955690586241,"FP",3.93308645284269,1,180
"tree556.tre",0.477416011504829,"FP",1.42322811405174,1,184
"tree557.tre",-0.458098578732461,"FP",1.66990619732533,1,69
"tree558.tre",0.578052292927168,"FP",2.24918305457104,1,144
"tree559.tre",-1.22398272657301,"FP",4.42764679328539,1,174
"tree560.tre",-0.221779184998013,"FP",1.34929442477878,1,176
"tree561.tre",-0.871658907621168,"FP",2.23741947354283,1,127
"tree562.tre",0.228879280854017,"FP",1.19044454898685,1,160
"tree563.tre",-1.48025030654389,"FP",3.06346742908936,1,164
"tree564.tre",-0.904604982119054,"FP",1.64624228451867,1,56
"tree565.tre",-1.35369660018478,"FP",1.21680991838221,1,102
"tree566.tre",0.416518057696521,"FP",1.46669759987853,1,184
"tree567.tre",-0.351438128040172,"FP",4.95515931185801,1,76
"tree568.tre",-0.035994128906168,"FP",4.24685867202934,1,70
"tree569.tre",0.690294316387735,"FP",4.34769464356359,1,168
"tree570.tre",-1.29632911330555,"FP",4.32426417046227,1,187
"tree571.tre",0.310135645791888,"FP",3.60223786237184,1,59
"tree572.tre",0.232536636991426,"FP",1.83890425276477,1,197
"tree573.tre",-0.510099736624397,"FP",3.75034259427339,1,117
"tree574.tre",0.132673778804019,"FP",4.58696259232238,1,199
"tree575.tre",-0.0565318982116878,"FP",2.57835874478333,1,164
"tree576.tre",0.260234524263069,"FP",2.31051555539016,1,83
"tree577.tre",-1.09725520457141,"FP",3.73202986908145,1,54
"tree578.tre",-0.313662290340289,"FP",2.39654491299298,1,184
"tree579.tre",0.615495820180513,"FP",4.80584167526104,1,67
"tree580.tre",-1.28878819383681,"FP",3.57592822844163,1,125
"tree581.tre",0.359395231003873,"FP",2.91760367967654,1,92
"tree582.tre",-0.0014156368561089,"FP",2.73971097224858,1,193
"tree583.tre",0.911737661459483,"FP",4.23871093792841,1,72
"tree584.tre",0.519143022480421,"FP",2.54535085207317,1,130
"tree585.tre",-0.67181073280517,"FP",1.19567098377738,1,94
"tree586.tre",-0.784822221379727,"FP",2.58699834845029,1,189
"tree587.tre",0.351254051434807,"FP",1.17552964952774,1,142
"tree588.tre",-0.901842777151614,"FP",3.69227618353907,1,116
"tree589.tre",-0.465389857185073,"FP",1.71570441948716,1,180
"tree590.tre",0.389905801508576,"FP",3.96338029264007,1,67
"tree591.tre",-0.685864471364766,"FP",1.8308501157444,1,184
"tree592.tre",0.309932008036412,"FP",2.78945286811795,1,58
"tree593.tre",-0.016566997859627,"FP",3.71848409071099,1,174
"tree594.tre",-1.35919136088341,"FP",2.61701547319535,1,82
"tree595.tre",-0.934540997026488,"FP",2.50144065925851,1,90
"tree596.tre",-0.328769935062155,"FP",4.99158538128249,1,71
"tree597.tre",-1.11179733101744,"FP",2.77824058420956,1,155
"tree598.tre",0.96773796796333,"FP",1.27340947119519,1,100
"tree599.tre",0.272517000790685,"FP",2.77908646659926,1,130
"tree600.tre",0.211992735508829,"FP",3.29979370213114,1,146
"tree601.tre",0.751011832850054,"FP",2.96228335879277,1,162
"tree602.tre",0.609996673534624,"FP",1.20572583875619,1,163
"tree603.tre",-1.22295718325768,"FP",1.98377714129165,1,146
"tree604.tre",0.560433392762206,"FP",2.42499234161805,1,59
"tree605.tre",0.831736545311287,"FP",3.79940546636935,1,112
"tree606.tre",-0.572950069094077,"FP",4.60538197492715,1,151
"tree607.tre",-0.15797238308005,"FP",3.33220662556123,1,156
"tree608.tre",-1.02536576078273,"FP",4.56296988658141,1,57
"tree609.tre",0.105555333662778,"FP",4.21426350506954,1,124
"tree610.tre",-0.528138651628979,"FP",3.34934091796167,1,169
"tree611.tre",-0.225052832160145,"FP",4.25617049371358,1,93
"tree612.tre",0.103439355967566,"FP",1.2341702345293,1,137
"tree613.tre",-0.864459563512355,"FP",4.86854146111291,1,154
"tree614.tre",-0.519465420278721,"FP",3.26145354534965,1,186
"tree615.tre",0.0757580840727314,"FP",3.50141709959134,1,91
"tree616.tre",-0.0788665007567033,"FP",3.84682979842182,1,124
"tree617.tre",-0.747426085057668,"FP",3.96516020353884,1,82
"tree618.tre",0.781251367530786,"FP",3.04242628579959,1,154
"tree619.tre",-1.0669814106077,"FP",4.39203672721051,1,112
"tree620.tre",0.0681488945847377,"FP",3.78192355555948,1,127
"tree621.tre",0.622402972308919,"FP",3.5413041488966,1,183
"tree622.tre",0.539457496721298,"FP",4.96472417328041,1,162
"tree623.tre",-0.956661837175488,"FP",4.19262397554703,1,99
"tree624.tre",-0.205524045508355,"FP",3.74837927301414,1,185
"tree625.tre",0.677263470366597,"FP",1.5359799294034,1,84
"tree626.tre",0.793429563869722,"FP",1.30728573570959,1,119
"tree627.tre",-0.00241947337053716,"FP",3.65092966957018,1,156
"tree628.tre",0.936327873729169,"FP",4.13270206688903,1,186
"tree629.tre",0.525094018317759,"FP",1.55638618236408,1,197
"tree630.tre",-0.811268532183021,"FP",3.15839148499072,1,142
"tree631.tre",0.760327715193853,"FP",4.08177477628924,1,195
"tree632.tre",-1.09361915185582,"FP",4.03065769998357,1,102
"tree633.tre",0.816583135398105,"FP",1.39957236996852,1,89
"tree634.tre",-0.246169704245403,"FP",2.22205792306922,1,81
"tree635.tre",-1.40409781632479,"FP",1.63098873081617,1,116
"tree636.tre",-0.583093332592398,"FP",4.31246537384577,1,128
"tree637.tre",-1.49806306615938,"FP",4.39365348066203,1,73
"tree638.tre",-1.18141629360616,"FP",1.20964602511376,1,72
"tree639.tre",-0.400009177159518,"FP",2.71856732855085,1,190
"tree640.tre",-0.835364998551086,"FP",1.18054178790189,1,94
"tree641.tre",0.89239789545536,"FP",4.28273994226474,1,190
"tree642.tre",-0.889192631933838,"FP",4.95098578520119,1,96
"tree643.tre",0.953038143576123,"FP",3.93443170066457,1,185
"tree644.tre",0.285146897891536,"FP",3.79282340123318,1,88
"tree645.tre",-1.33186121971812,"FP",4.69256301084533,1,68
"tree646.tre",0.395526791340671,"FP",4.81176894675009,1,64
"tree647.tre",0.616531531210057,"FP",2.54435746502131,1,150
"tree648.tre",0.828209154075012,"FP",3.15618499983102,1,166
"tree649.tre",-0.12255978921894,"FP",1.27649890945759,1,114
"tree650.tre",-0.000462273950688541,"FP",4.66019940576516,1,127
"tree651.tre",-0.804386451258324,"FP",4.97168073025532,1,70
"tree652.tre",-0.292028472525999,"FP",1.86411461133976,1,78
"tree653.tre",-0.125478526228108,"FP",4.050291394745,1,102
"tree654.tre",0.260424776002765,"FP",1.80747762913816,1,137
"tree655.tre",-0.471754899830557,"FP",2.23587340097874,1,65
"tree656.tre",-0.954960984876379,"FP",3.54867561999708,1,150
"tree657.tre",0.396714969770983,"FP",2.39494114178233,1,118
"tree658.tre",-0.31465798127465,"FP",4.15407952531241,1,175
"tree659.tre",-1.1113477810286,"FP",4.40831040700432,1,80
"tree660.tre",0.104102801065892,"FP",3.55490477466956,1,181
"tree661.tre",0.966923465835862,"FP",3.27569890550803,1,172
"tree662.tre",-0.978189979563467,"FP",3.41828551036306,1,170
"tree663.tre",-0.83057619666215,"FP",2.90693166293204,1,92
"tree664.tre",-0.279472634196281,"FP",2.09520557532087,1,197
"tree665.tre",-0.609145849361084,"FP",3.47489469475113,1,81
"tree666.tre",0.801099596661516,"FP",4.06333335919771,1,177
"tree667.tre",0.79828497802373,"FP",2.97310732686892,1,94
"tree668.tre",0.260304900235496,"FP",4.55145166600123,1,188
"tree669.tre",-0.579243197338656,"FP",4.97128943605348,1,188
"tree670.tre",-1.28813654452097,"FP",2.05035278573632,1,149
"tree671.tre",-0.182354607153684,"FP",2.44203507185448,1,186
"tree672.tre",-1.33790371392388,"FP",2.51354380801786,1,94
"tree673.tre",-0.85520552971866,"FP",3.07084158163052,1,106
"tree674.tre",0.143063809606247,"FP",3.59539519806858,1,172
"tree675.tre",0.375846951152198,"FP",2.44176829347853,1,132
"tree676.tre",-0.229210441815667,"FP",2.00405291896313,1,169
"tree677.tre",0.651928012026474,"FP",3.69888044297695,1,142
"tree678.tre",-0.265401467098854,"FP",2.28126046739053,1,146
"tree679.tre",-0.746877864934504,"FP",3.73169876609463,1,117
"tree680.tre",0.981575349811465,"FP",2.24783778495621,1,180
"tree681.tre",-0.926864378619939,"FP",1.4297964950325,1,65
"tree682.tre",-1.1330995648168,"FP",3.1462311406387,1,140
"tree683.tre",0.128739197622053,"FP",4.33082748730667,1,183
"tree684.tre",0.217498539364897,"FP",4.62960342671722,1,119
"tree685.tre",-1.09501508215908,"FP",2.40442209944595,1,187
"tree686.tre",-0.547964461497031,"FP",1.13391403169371,1,123
"tree687.tre",-0.753933220752515,"FP",4.35477417178918,1,119
"tree688.tre",-0.283440388506278,"FP",4.68730238291901,1,194
"tree689.tre",0.596802608575672,"FP",4.29707429120317,1,187
"tree690.tre",0.0556914510671049,"FP",1.12675146688707,1,190
"tree691.tre",-0.964437042479403,"FP",4.29592906632461,1,188
"tree692.tre",0.991454748087563,"FP",1.8735551712336,1,190
"tree693.tre",-0.470161096076481,"FP",2.89515579612926,1,90
"tree694.tre",-0.698390357196331,"FP",3.3464791896753,1,161
"tree695.tre",-0.160257646697573,"FP",2.5170156625798,1,176
"tree696.tre",-0.142690666019917,"FP",3.1415164251579,1,93
"tree697.tre",-1.15092667669524,"FP",2.84491272510495,1,193
"tree698.tre",0.129527800250798,"FP",4.94987586035859,1,151
"tree699.tre",0.576157765695825,"FP",4.89067403066438,1,134
"tree700.tre",-0.927735185599886,"FP",2.12995056123473,1,154
"tree701.tre",0.606571363983676,"FP",3.19413177210372,1,115
"tree702.tre",0.554926158161834,"FP",2.18591495493893,1,116
"tree703.tre",-1.17800049926154,"FP",4.09767637872137,1,130
"tree704.tre",0.224050750490278,"FP",1.5446075187996,1,145
"tree705.tre",-0.397997465101071,"FP",3.50417845863849,1,106
"tree706.tre",0.196779716876335,"FP",3.93475666348822,1,99
"tree707.tre",0.948369526537135,"FP",4.41813786074053,1,90
"tree708.tre",-0.598274548305199,"FP",2.04740821972955,1,51
"tree709.tre",0.0740104438737035,"FP",4.54712474877015,1,157
"tree710.tre",-0.81678440887481,"FP",4.36771723802667,1,109
"tree711.tre",0.881460322649218,"FP",1.44632208133116,1,60
"tree712.tre",0.470696522621438,"FP",3.11937595566269,1,189
"tree713.tre",0.402454983792268,"FP",3.87210372248664,1,174
"tree714.tre",0.449933411669917,"FP",4.9341196132591,1,185
"tree715.tre",0.0706112526822835,"FP",2.74254900161177,1,136
"tree716.tre",-0.821222672588192,"FP",4.22085875312332,1,86
"tree717.tre",-0.570952064939775,"FP",1.80772339547984,1,160
"tree718.tre",0.571458088466898,"FP",1.51686662482098,1,84
"tree719.tre",-0.18376643222291,"FP",2.87322768075392,1,134
"tree720.tre",0.759943405515514,"FP",4.93537107876036,1,116
"tree721.tre",0.69914227782283,"FP",4.60491036917083,1,59
"tree722.tre",0.500144243938848,"FP",4.33982236960437,1,119
"tree723.tre",0.921337469131686,"FP",3.41934892996214,1,151
"tree724.tre",-0.843510380131193,"FP",4.34947296720929,1,171
"tree725.tre",-1.17449637537356,"FP",2.53845111748669,1,161
"tree726.tre",-0.282749776728451,"FP",4.84265487189405,1,194
"tree727.tre",-0.333346977480687,"FP",2.94747112318873,1,102
"tree728.tre",-1.18120425008237,"FP",3.70568268953357,1,119
"tree729.tre",-0.64585001533851,"FP",4.66767012467608,1,177
"tree730.tre",0.480771051021293,"FP",3.59629619845655,1,197
"tree731.tre",-1.48733938555233,"FP",4.92495786417276,1,137
"tree732.tre",0.69095689477399,"FP",1.89475322011858,1,60
"tree733.tre",0.0408710628980771,"FP",3.52835066290572,1,103
"tree734.tre",0.960959575255401,"FP",3.40757220052183,1,54
"tree735.tre",0.614070420502685,"FP",4.17075653718784,1,68
"tree736.tre",0.238352068932727,"FP",2.01621522104833,1,127
"tree737.tre",-1.40250230010133,"FP",2.04724730150774,1,182
"tree738.tre",-0.75195379066281,"FP",4.07808010880835,1,60
"tree739.tre",-0.183840892044827,"FP",3.53371475739405,1,75
"tree740.tre",-0.644384365063161,"FP",3.13819783313666,1,65
"tree741.tre",0.86221585306339,"FP",3.04726169425994,1,58
"tree742.tre",0.946743192849681,"FP",4.41680334322155,1,123
"tree743.tre",-0.533120513195172,"FP",3.60109345654491,1,189
"tree744.tre",-0.353750643902458,"FP",4.32344439057633,1,66
"tree745.tre",-0.0808313335292041,"FP",3.59261415817309,1,194
"tree746.tre",0.934726799838245,"FP",4.95366030025762,1,105
"tree747.tre",-0.52460266253911,"FP",4.38743521701545,1,180
"tree748.tre",-0.81016355403699,"FP",3.43354150033556,1,146
"tree749.tre",-0.0941204341361299,"FP",4.66292187438812,1,165
"tree750.tre",0.840413039783016,"FP",1.98358787316829,1,132
"tree751.tre",0.335337423253804,"FP",1.25109593844973,1,138
"tree752.tre",-1.15439281659201,"FP",1.91013306577224,1,65
"tree753.tre",0.573312104912475,"FP",1.66331487291027,1,142
"tree754.tre",-0.619786601513624,"FP",3.17054831159767,1,190
"tree755.tre",-0.233037083293311,"FP",2.2097147767432,1,125
"tree756.tre",-1.2352091310313,"FP",2.26105455337092,1,115
"tree757.tre",-1.48009868606459,"FP",3.87331217597239,1,82
"tree758.tre",0.691888636443764,"FP",2.66201671997551,1,91
"tree759.tre",-0.594703053706326,"FP",3.14240900711156,1,143
"tree760.tre",-0.000671143410727382,"FP",3.84311727797613,1,131
"tree761.tre",-1.12446374993306,"FP",3.53769510046113,1,125
"tree762.tre",-0.750165618723258,"FP",2.64012408442795,1,129
"tree763.tre",-0.257378626614809,"FP",3.58947055898607,1,196
"tree764.tre",0.187279615434818,"FP",1.61883157186676,1,62
"tree765.tre",-1.25666683341842,"FP",3.02793981663417,1,173
"tree766.tre",-1.46610313479323,"FP",1.52784016153309,1,106
"tree767.tre",-0.18261796713341,"FP",1.9709806162864,1,84
"tree768.tre",0.181569593492895,"FP",4.87728736170102,1,94
"tree769.tre",-0.840675126295537,"FP",4.61652866932563,1,175
"tree770.tre",0.0535333513980731,"FP",2.85113990297541,1,112
"tree771.tre",-0.754797925823368,"FP",2.3672824580688,1,73
"tree772.tre",-0.503324563382193,"FP",4.15096809433308,1,83
"tree773.tre",-1.48197141103446,"FP",2.38259521413129,1,142
"tree774.tre",-0.964342729770578,"FP",3.81682644863613,1,104
"tree775.tre",-0.00793895137030631,"FP",2.64386920803227,1,178
"tree776.tre",-0.842249843175523,"FP",2.83610335164703,1,74
"tree777.tre",-1.1687167492928,"FP",4.9663307585055,1,55
"tree778.tre",-0.529526640078984,"FP",2.66449128473178,1,53
"tree779.tre",0.82270609063562,"FP",4.44443477212917,1,171
"tree780.tre",-0.0498918278608471,"FP",3.96322274869308,1,95
"tree781.tre",0.900511030573398,"FP",1.43404193387833,1,64
"tree782.tre",-1.42410676204599,"FP",1.10342367943376,1,163
"tree783.tre",-0.562160271569155,"FP",1.48834244778845,1,78
"tree784.tre",0.463520837016404,"FP",4.29380455624778,1,78
"tree785.tre",-0.0617783578345552,"FP",3.43758904468268,1,90
"tree786.tre",-0.414025751873851,"FP",3.66156443490181,1,66
"tree787.tre",0.940671359072439,"FP",1.49632558429148,1,152
"tree788.tre",0.66688986227382,"FP",1.33633433552459,1,167
"tree789.tre",-1.18375384400133,"FP",4.27634769098368,1,166
"tree790.tre",-0.0431552538648248,"FP",3.98118181882892,1,91
"tree791.tre",0.450414459570311,"FP",4.3504605845781,1,110
"tree792.tre",0.516249221633188,"FP",4.98935473863967,1,112
"tree793.tre",0.928311528638005,"FP",2.50005124984309,1,192
"tree794.tre",-1.08633355563506,"FP",3.26491379789077,1,183
"tree795.tre",0.239090536721051,"FP",4.87808282519691,1,148
"tree796.tre",0.479392433422618,"FP",2.73961871361826,1,183
"tree797.tre",0.611070795217529,"FP",4.04862528753001,1,104
"tree798.tre",0.0664257848402485,"FP",2.01836092658341,1,56
"tree799.tre",0.0126288234023377,"FP",3.81405515745282,1,84
"tree800.tre",-1.47757342003752,"FP",2.60302821237128,1,71
"tree801.tre",-1.35890943557024,"FP",2.4644787275698,1,170
"tree802.tre",0.200289422296919,"FP",1.5264684952097,1,163
"tree803.tre",0.901052433415316,"FP",2.71600049789995,1,182
"tree804.tre",-0.609716358943842,"FP",4.40361165213399,1,153
"tree805.tre",-0.374620783608407,"FP",1.73220101480838,1,192
"tree806.tre",0.558620527386665,"FP",1.53779521842953,1,157
"tree807.tre",0.874144016066566,"FP",1.55834169539157,1,111
"tree808.tre",-1.2330243565375,"FP",2.90750855496153,1,73
"tree809.tre",-1.20189298444893,"FP",1.41843144982122,1,146
"tree810.tre",-1.27312697796151,"FP",3.01758107170463,1,103
"tree811.tre",-1.03564798750449,"FP",1.55623778055888,1,86
"tree812.tre",-0.828570493380539,"FP",2.9873110152781,1,87
"tree813.tre",-0.43100192246493,"FP",1.80036633315031,1,163
"tree814.tre",-0.427178597077727,"FP",2.79447643235326,1,95
"tree815.tre",-1.26023342285771,"FP",4.68877586952876,1,161
"tree816.tre",-0.59108170599211,"FP",3.41925794712733,1,157
"tree817.tre",0.453011738951318,"FP",4.77995713639539,1,129
"tree818.tre",-0.739504327415489,"FP",4.66859065790195,1,133
"tree819.tre",-0.457299126195721,"FP",2.92292834345717,1,56
"tree820.tre",0.00228063110262156,"FP",4.51870969175361,1,101
"tree821.tre",-1.10265145695303,"FP",1.47130853098352,1,103
"tree822.tre",-0.340023807715625,"FP",2.93341661931481,1,99
"tree823.tre",0.994184196111746,"FP",4.63033406436443,1,90
"tree824.tre",-0.360667772241868,"FP",4.67850610883906,1,103
"tree825.tre",0.763393579050899,"FP",2.15251206140965,1,89
"tree826.tre",-0.772364298813045,"FP",4.19012119346298,1,84
"tree827.tre",0.867930546752177,"FP",3.15109390923753,1,196
"tree828.tre",0.666937706642784,"FP",3.3668795848731,1,105
"tree829.tre",-1.08627804648131,"FP",3.32696575748268,1,140
"tree830.tre",0.577514856937341,"FP",4.79674188352656,1,130
"tree831.tre",-0.176363105769269,"FP",3.25311525643338,1,111
"tree832.tre",-1.24319006723817,"FP",3.62508931318298,1,114
"tree833.tre",-0.758203579811379,"FP",4.57497608668637,1,63
"tree834.tre",-0.829259570804425,"FP",1.87659907948691,1,168
"tree835.tre",-1.30592756764963,"FP",3.81748907412402,1,154
"tree836.tre",-0.843994979863055,"FP",3.75055544963107,1,178
"tree837.tre",-1.11153345473576,"FP",2.8632968040416,1,106
"tree838.tre",0.601596360444091,"FP",4.71457638023421,1,62
"tree839.tre",0.859475555713288,"FP",2.1785235342104,1,178
"tree840.tre",-1.28941874229349,"FP",4.6228175366763,1,83
"tree841.tre",-1.41638361301739,"FP",2.1220816679066,1,52
"tree842.tre",-0.5345041960245,"FP",4.08044459284283,1,131
"tree843.tre",0.7000077215489,"FP",4.84840069166385,1,98
"tree844.tre",0.0800684824353084,"FP",1.96220398219302,1,131
"tree845.tre",0.937299102311954,"FP",3.82748850691132,1,187
"tree846.tre",-0.911389648448676,"FP",4.37427973127924,1,114
"tree847.tre",-0.628184160799719,"FP",1.47010441520251,1,175
"tree848.tre",-1.24629582080524,"FP",2.39005033564754,1,196
"tree849.tre",-1.1979432052467,"FP",4.68796678180806,1,158
"tree850.tre",-0.623314977623522,"FP",2.80524748261087,1,98
"tree851.tre",0.716134933405556,"FP",1.47070911685005,1,199
